id	word	extended word	transformed	label
10799524	patch	e patch m	l lllll l	False
15143698	rehabilitation.	d rehabilitation. I	l llllllllllllll. U	False
10524622	restoration	d restoration o	l lllllllllll l	False
12948794	one.	d one. A	l lll. U	False
14605952	resecting	d resecting a	l lllllllll l	False
10391242	cutting	a cutting s	l lllllll l	False
14605952	cecum,	e cecum, t	l lllll, l	False
14605952	equalized	s equalized w	l lllllllll l	False
14605952	tracheopharyngeal	e tracheopharyngeal s	l lllllllllllllllll l	False
14605952	shunt	l shunt w	l lllll l	False
17383325	anastomosis	) anastomosis w	) lllllllllll l	False
1807026	ileum	d ileum a	l lllll l	False
10749877	trachea.	d trachea. H	l lllllll. U	False
7651517	sudden	d sudden d	l llllll l	False
588338	rupture	d rupture o	l lllllll l	False
1681051	artery,	c artery, e	l llllll, l	False
2801527	survivors	m survivors h	l lllllllll l	False
14605952	speak	o speak a	l lllll l	False
14605952	swallow	d swallow w	l lllllll l	False
14605952	aspiration,	t aspiration, a	l llllllllll, l	False
10775515	achieving	n achieving c	l lllllllll l	False
9894049	fair	, fair a	, llll l	False
14605952	articulation.	d articulation. C	l llllllllllll. U	False
3343113	follows.	n follows. A	l lllllll. U	False
10801778	intestinal	f intestinal t	l llllllllll l	False
14605952	aspiration.	t aspiration. (	l llllllllll. (	False
14605952	expands	h expands t	l lllllll l	False
11868132	pharynx	e pharynx a	l lllllll l	False
2108633	narrowing.	l narrowing. T	l lllllllll. U	False
16751678	achieve	o achieve u	l lllllll l	False
8563171	undergone	e undergone a	l lllllllll l	False
14605952	laryngectomy	l laryngectomy i	l llllllllllll l	False
14605952	past.	e past. P	l llll. U	False
10652325	101	f 101 r	l ddd l	False
7168263	dislocation	t dislocation o	l lllllllllll l	False
16607503	joint,	e joint, c	l lllll, l	False
7168263	Bruckner-plasty	e Bruckner-plasty b	l Ulllllll-llllll l	False
7168263	1974	n 1974 a	l dddd l	False
6670024	1981	h 1981 f	l dddd l	False
7168263	up.	d up. G	l ll. U	False
3060534	Good	. Good p	. Ulll l	False
7168263	33.7%,	n 33.7%, m	l dd.d%, l	False
7168263	13.8%	n 13.8% a	l dd.d% l	False
7168263	52.8%.	n 52.8%. W	l dd.d%. U	False
7168263	following-up	n following-up 1	l lllllllll-ll d	False
10749869	135	y 135 k	l ddd l	False
11188944	operations,	0 operations, a	d llllllllll, l	False
7168263	49.0%	, 49.0% o	, dd.d% l	False
7168263	redislocations	f redislocations c	l llllllllllllll l	False
7168263	practised	e practised i	l lllllllll l	False
11363389	people	n people w	l llllll l	False
7168263	Hill-Sachs-	e Hill-Sachs- a	l Ulll-Ullll- l	False
7168263	Bankart-lesion.	e Bankart-lesion. 1	l Ullllll-llllll. d	False
2442278	Iodide	. Iodide u	. Ulllll l	False
2442278	turtle	f turtle t	l llllll l	False
10502321	follicular	n follicular t	l llllllllll l	False
3142681	proportional	y proportional t	l llllllllllll l	False
10187864	Na+	t Na+ a	l Ul+ l	False
2442278	HCO3-	, HCO3- (	, UUUd- (	True
10187864	Cl-	r Cl- b	l Ul- l	False
10805756	Addition	. Addition o	. Ulllllll l	False
2442278	4,4'-di-isothiocyano-2,2'-stilbene	f 4,4'-di-isothiocyano-2,2'-stilbene d	l d,d'-ll-llllllllllll-d,d'-llllllll l	False
2442278	disulphonate	e disulphonate (	l llllllllllll (	False
2442278	(DIDS;	e (DIDS; 1	l (UUUU; d	True
2442278	mumol/l	0 mumol/l a	d lllll/l l	False
2442278	doses)	r doses) t	l lllll) l	False
2442278	(5-140	+ (5-140 m	+ (d-ddd l	False
2442278	mmol/l),	0 mmol/l), H	d llll/l), U	False
2442278	(0-40	- (0-40 m	- (d-dd l	False
2442278	mmol/l)	0 mmol/l) g	d llll/l) l	False
1628625	(120	s (120 k	l (ddd l	False
12862317	iodide	m iodide s	l llllll l	False
10799503	cells;	) cells; i	) lllll; l	False
3008575	Na+-free	. Na+-free R	. Ul+-llll U	False
2442278	mmol/l	0 mmol/l a	d llll/l l	False
9547368	less)	r less) i	l llll) l	False
8852277	ouabain,	s ouabain, b	l lllllll, l	False
2442278	frusemide	, frusemide a	, lllllllll l	False
2442278	perchlorate	d perchlorate w	l lllllllllll l	False
2442278	DIDS	, DIDS m	, UUUU l	True
8332913	antagonized	4 antagonized t	d lllllllllll l	False
10644752	stimulatory	e stimulatory e	l lllllllllll l	False
2442278	TSH,	f TSH, a	l UUU, l	True
2442278	TSH	d TSH i	l UUU l	True
2442278	125I-	e 125I- c	l dddU- l	False
2442278	cell/medium	- cell/medium r	- llll/llllll l	False
2442278	higher,	d higher, D	l llllll, U	False
6335757	concentration,	e concentration, t	l lllllllllllll, l	False
2442278	K+.	r K+. T	l U+. U	False
7458533	input	e input e	l lllll l	False
7762395	resistances	l resistances w	l lllllllllll l	False
2442278	(decreased	d (decreased c	l (lllllllll l	False
2442278	conductance)	d conductance) a	l lllllllllll) l	False
10025409	fluids.	l fluids. M	l llllll. U	False
2442278	Na+/K+-	h Na+/K+- a	l Ul+/U+- l	False
2442278	HCO3(-)-ATPase	d HCO3(-)-ATPase a	l UUUd(-)-UUUlll l	False
10587371	homogenates	e homogenates i	l lllllllllll l	False
2442278	DIDS.	y DIDS. R	l UUUU. U	True
10805787	preventing	y preventing t	l llllllllll l	False
2442278	Na+-anion	e Na+-anion c	l Ul+-lllll l	False
2442278	I-	o I- a	l U- l	False
9426230	uptake,	e uptake, w	l llllll, l	False
2442278	HCO3(-)-Cl-	a HCO3(-)-Cl- e	l UUUd(-)-Ul- l	False
17599719	patient-centered	A patient-centered p	U lllllll-llllllll l	False
15527127	declining	r declining t	l lllllllll l	False
15297722	innovation	g innovation s	l llllllllll l	False
17599719	pipeline	e pipeline f	l llllllll l	False
9651357	therapies.	l therapies. I	l lllllllll. U	False
17599719	motivations	d motivations a	l lllllllllll l	False
10600250	scientists,	n scientists, h	l llllllllll, l	False
17599719	clinicians,	, clinicians, i	, llllllllll, l	False
10242140	industry	e industry a	l llllllll l	False
17599719	sponsor,	y sponsor, a	l lllllll, l	False
17599719	neurotherapeutics	n neurotherapeutics p	l lllllllllllllllll l	False
16192138	ethical	t ethical c	l lllllll l	False
17599719	conflicts	l conflicts a	l lllllllll l	False
17599719	Parkinson	e Parkinson P	l Ullllllll U	False
17599719	advocates'	n advocates' v	l lllllllll' l	False
17252219	views	' views o	' lllll l	False
12629301	participation,	e participation, w	l lllllllllllll, l	False
9766636	perceived	s perceived m	l lllllllll l	False
14752125	risks	t risks d	l lllll l	False
14521099	benefits,	e benefits, a	l llllllll, l	False
17324477	sham	r sham p	l llll l	False
11334198	surgery	c surgery (	l lllllll (	False
17599719	urgency	f urgency a	l lllllll l	False
9624006	progressive,	t progressive, m	l lllllllllll, l	False
12468115	debilitating	r debilitating m	l llllllllllll l	False
17599719	voices	c voices o	l llllll l	False
17599719	collaborators	s collaborators a	l lllllllllllll l	False
9299731	resolve	o resolve m	l lllllll l	False
17599719	conflicts,	e conflicts, b	l lllllllll, l	False
17599719	build	, build t	, lllll l	False
10970752	trust,	y trust, b	l lllll, l	False
10777568	recruit	n recruit s	l lllllll l	False
9894049	participants,	t participants, e	l llllllllllll, l	False
10652308	accelerate	o accelerate G	l llllllllll U	False
10644454	Key	. Key a	. Ull l	False
10521347	adaptive	e adaptive i	l llllllll l	False
10333503	technology	s technology f	l llllllllll l	False
10426319	surveillance	e surveillance b	l llllllllllll l	False
14719861	safety	e safety o	l llllll l	False
10749855	product.	e product. C	l lllllll. U	False
17599719	Supported	. Supported b	. Ullllllll l	False
10051746	Parkinson's	n Parkinson's d	l Ullllllll'l l	False
10321731	Disease	. Disease g	. Ullllll l	False
9717384	Foundation,	h Foundation, B	l Ulllllllll, U	False
17599719	Pipeline	n Pipeline P	l Ulllllll U	False
11027560	Project	e Project a	l Ullllll l	False
17599719	grassroots	a grassroots g	l llllllllll l	False
10805771	promotes	n promotes c	l llllllll l	False
12828321	community	, community h	, lllllllll l	False
17599719	stakeholders	e stakeholders i	l llllllllllll l	False
10110076	industry,	e industry, h	l llllllll, l	False
17599719	agencies.	y agencies. I	l llllllll. U	False
10106906	breed	w breed o	l lllll l	False
17599719	knowledgeable	f knowledgeable c	l lllllllllllll l	False
17599719	consumers,	e consumers, a	l lllllllll, l	False
17599719	armed	, armed w	, lllll l	False
17599719	first-hand	h first-hand a	l lllll-llll l	False
6736425	reinforced	y reinforced f	l llllllllll l	False
11739631	on-line	e on-line F	l ll-llll U	False
17599719	like-minded	o like-minded p	l llll-llllll l	False
17599719	peers	d peers t	l lllll l	False
10749885	world.	d world. L	l lllll. U	False
6151970	viscosity	, viscosity a	, lllllllll l	False
8684739	parity,	, parity, w	, llllll, l	False
10588740	infant	n infant e	l llllll l	False
10749885	distress	y distress s	l llllllll l	False
10615133	birth	t birth o	l lllll l	False
9547368	mathematical	, mathematical m	, llllllllllll l	False
2346456	modelling.	l modelling. T	l lllllllll. U	False
10419450	vaginal	, vaginal e	, lllllll l	False
9071362	infants,	g infants, a	l lllllll, l	False
2346456	primigravidas	f primigravidas a	l lllllllllllll l	False
2346456	covariables	e covariables a	l lllllllllll l	False
2346456	Apgar	w Apgar s	l Ullll l	False
12683744	(-)-eseroline-(3aS-cis)-1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethylpyrrolo-[2,3-b]indol-5-ol	f (-)-eseroline-(3aS-cis)-1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethylpyrrolo-[2,3-b]indol-5-ol w	l (-)-lllllllll-(dlU-lll)-d,d,d,dl,d,dl-lllllllll-d,dl,d-llllllllllllllll-[d,d-l]lllll-d-ll l	False
12909058	electric	d electric c	l llllllll l	False
12683744	eel	c eel a	l lll l	False
10800960	acetylcholinesterase	f acetylcholinesterase (	l llllllllllllllllllll (	False
10477285	(EC	e (EC 1	l (UU d	False
12683744	3.1.1.7,	C 3.1.1.7, a	U d.d.d.d, l	False
10051431	acetylcholine	c acetylcholine r	l lllllllllllll l	False
12683744	acetylhydrolase)	e acetylhydrolase) w	l lllllllllllllll) l	False
10777476	stopped-flow	g stopped-flow a	l lllllll-llll l	False
10521658	apparatus	c apparatus i	l lllllllll l	False
12683744	pre-incubated	e pre-incubated s	l lll-lllllllll l	False
15214427	diluted	f diluted w	l lllllll l	False
12683744	sigmoid-shaped	f sigmoid-shaped p	l lllllll-llllll l	False
10625666	progress	e progress h	l llllllll l	False
18060712	explicit	t explicit s	l llllllll l	False
3573432	non-linear	a non-linear r	l lll-llllll l	False
10082481	regression	r regression a	l llllllllll l	False
12683744	eseroline	f eseroline w	l lllllllll l	False
12683744	eserine	f eserine i	l lllllll l	False
12683744	(cf.	e (cf. S	l (ll. U	False
12683744	Stojan,	. Stojan, J	. Ulllll, U	False
9678924	J.	t J. P	l U. U	False
12683744	Zorko,	d Zorko, M	l Ullll, U	False
10625658	(1997)	. (1997) C	. (dddd) U	False
12683744	Biochim.	) Biochim. B	) Ullllll. U	False
10525157	Biophys.	. Biophys. R	. Ullllll. U	False
12683744	Acta,	. Acta, 1	. Ulll, d	False
12683744	1337,	, 1337, 7	, dddd, d	False
12683744	75-84.)	, 75-84.) f	, dd-dd.) l	False
11355576	centre	, centre F	, llllll U	False
4040097	grades	n grades o	l llllll l	False
12683744	eserine.	f eserine. T	l lllllll. U	False
12683744	substantionally	a substantionally i	l lllllllllllllll l	False
12683744	gliding	d gliding o	l lllllll l	False
12683744	gorge	e gorge b	l lllll l	False
10777520	great	a great d	l lllll l	False
7490083	carbamoyl	o carbamoyl p	l lllllllll l	False
12683744	gorge.	e gorge. A	l lllll. U	False
6424423	tuberculosis	m tuberculosis w	l llllllllllll l	False
12825436	outbreak	d outbreak i	l llllllll l	False
1250070	Mycobacterium	. Mycobacterium f	. Ullllllllllll l	False
15575373	bovis	. bovis w	. lllll l	False
10383463	conditioned	f conditioned m	l lllllllllll l	False
12446784	colony	n colony f	l llllll l	False
3130222	rhesus	e rhesus m	l llllll l	False
10587367	(Macaca	e (Macaca f	l (Ulllll l	False
15575373	mulatta)	a mulatta) a	l lllllll) l	False
10491631	cynomolgus	l cynomolgus m	l llllllllll l	False
10587367	fascicularis)	a fascicularis) o	l llllllllllll) l	False
15575373	macaques.	s macaques. T	l llllllll. U	False
17324477	Animals	. Animals w	. Ullllll l	False
15575373	rooms	e rooms w	l lllll l	False
8663110	exposed,	s exposed, i	l lllllll, l	False
15575373	(16/27)	t (16/27) i	l (dd/dd) l	False
12828321	infections	A infections a	U llllllllll l	False
1289838	room	t room t	l llll l	False
3032101	housed	e housed i	l llllll l	False
10574993	mixed	d mixed l	l lllll l	False
17036422	room,	r room, f	l llll, l	False
15575373	(8/8)	s (8/8) a	l (d/d) l	False
15575373	(10/11)	s (10/11) m	l (dd/dd) l	False
10415069	macaques	d macaques w	l llllllll l	False
15575373	(Fisher	s (Fisher e	l (Ulllll l	False
15575373	2-tailed	, 2-tailed P	, d-llllll U	False
15575373	macaques,	s macaques, a	l llllllll, l	False
15575373	Rhesus	. Rhesus m	. Ulllll l	False
15575373	(5/8)	y (5/8) t	l (d/d) l	False
1334284	coughing	f coughing w	l llllllll l	False
15575373	inappetance,	d inappetance, a	l lllllllllll, l	False
10710432	19	t 19 e	l dd l	False
15575373	overall,	d overall, t	l lllllll, l	False
10801330	focal	f focal a	l lllll l	False
10802664	severe,	e severe, r	l llllll, l	False
15575373	tuberculosis-screening	a tuberculosis-screening p	l llllllllllll-lllllllll l	False
10221464	program.	t program. R	l lllllll. U	False
15575373	outbreak,	s outbreak, w	l llllllll, l	False
15575373	PRIMAGAM	e PRIMAGAM t	l UUUUUUUU l	True
15575373	ESAT-6	e ESAT-6 E	l UUUU-d U	True
10395639	ELISA,	l ELISA, a	l UUUUU, l	True
10602503	aid	l aid o	l lll l	False
10383892	animals.	d animals. T	l lllllll. U	False
8480736	gallstones,	f gallstones, t	l llllllllll, l	False
10484773	pituitary-gonadal	n pituitary-gonadal f	l lllllllll-lllllll l	False
8480736	hormone-binding	x hormone-binding g	l lllllll-lllllll l	False
12920570	globulin	e globulin (	l llllllll (	False
8480736	(SHBG)	n (SHBG) w	l (UUUU) l	True
9149360	gallstones	c gallstones a	l llllllllll l	False
10383164	entered	y entered c	l lllllll l	False
11933986	survey,	w survey, t	l llllll, l	False
10631952	turned	t turned o	l llllll l	False
8480736	radiolucent	h radiolucent a	l lllllllllll l	False
2494247	(predominantly	g (predominantly n	l (lllllllllllll l	False
8480736	cholesterol)	f cholesterol) a	l lllllllllll) l	False
8480736	x-ray.	t x-ray. T	l l-lll. U	False
8480736	echography,	t echography, m	l llllllllll, l	False
8786286	confounders	l confounders w	l lllllllllll l	False
8480736	hormones-cholelithiasis.	x hormones-cholelithiasis. T	l llllllll-llllllllllllll. U	False
8480736	Testosterone	. Testosterone (	. Ulllllllllll (	False
1329093	(T)	r (T) a	l (U) l	False
8480736	17-beta-estradiol	) 17-beta-estradiol (	) dd-llll-lllllllll (	False
8480736	(E2),	l (E2), 1	l (Ud), d	False
8480736	17-OH	, 17-OH p	, dd-UU l	False
8480736	(P),	e (P), a	l (U), l	False
8480736	SHBG	d SHBG w	l UUUU l	True
8480736	dosed	e dosed b	l lllll l	False
8480736	radioimmunoassay;	y radioimmunoassay; f	l llllllllllllllll; l	False
10468638	follicle-stimulating	h follicle-stimulating h	l llllllll-lllllllllll l	False
8480736	(FSH),	e (FSH), l	l (UUU), l	True
8480736	(LH),	e (LH), a	l (UU), l	False
8480736	(Prl)	n (Prl) b	l (Ull) l	False
8480736	dissociation-enhanced	y dissociation-enhanced l	l llllllllllll-llllllll l	False
8480736	lanthanide	d lanthanide f	l llllllllll l	False
8480736	fluoro	e fluoro i	l llllll l	False
12009968	immunoassay	w immunoassay d	l lllllllllll l	False
8480736	(DELFIA).	y (DELFIA). M	l (UUUUUU). U	True
10206952	34,	t 34, 3	l dd, d	False
12920570	median	a median o	l llllll l	False
8480736	-0.62	= -0.62 m	= -d.dd l	False
8480736	mU/ml,	0 mU/ml, p	d lU/ll, l	False
10570961	95%	r 95% s	l dd% l	False
8480736	-1.20	) -1.20 t	) -d.dd l	False
8480736	-0.26	o -0.26 m	l -d.dd l	False
10801778	p	, p <	, l <	False
9042045	0.003).	= 0.003). C	= d.ddd). U	False
8480736	Premenopausal	. Premenopausal w	. Ullllllllllll l	False
10587371	luteal	y luteal p	l llllll l	False
10587371	menstrual	e menstrual c	l lllllllll l	False
10521492	E2	n E2 U	l Ud U	False
8480736	difference:	n difference: +	l llllllllll: +	False
8480736	+117,	: +117, p	: +ddd, l	False
8480736	pg/ml,	8 pg/ml, p	d ll/ll, l	False
9734740	CI:	% CI: 1	% UU: d	False
8480736	+10	: +10 t	: +dd l	False
8480736	+218	o +218 p	l +ddd l	False
8480736	0.008).	= 0.008). P	= d.ddd). U	False
12358575	Postmenopausal	: Postmenopausal w	: Ulllllllllllll l	False
6488026	35,	, 35, 4	, dd, d	False
8480736	-4.57	= -4.57 m	= -d.dd l	False
8480736	-9.5	I -9.5 t	U -d.d l	False
8480736	-1.0	o -1.0 m	l -d.d l	False
11573230	0.04).	= 0.04). C	= d.dd). U	False
8684739	statistically	a statistically s	l lllllllllllll l	False
10395802	females.	d females. T	l lllllll. U	False
16092709	exploratory	) exploratory f	) lllllllllll l	False
11754378	postmenopausal	r postmenopausal w	l llllllllllllll l	False
3097876	LH,	m LH, F	l UU, U	False
11754378	premenopausal	r premenopausal w	l lllllllllllll l	False
10521492	E2,	d E2, U	l Ud, U	False
10602503	reciprocally	s reciprocally t	l llllllllllll l	False
10787416	coexpression	n coexpression w	l llllllllllll l	False
10978331	origin,	n origin, c	l llllll, l	False
10710235	midline	t midline d	l lllllll l	False
8542069	hindbrain	e hindbrain a	l lllllllll l	False
10512682	cord.	l cord. T	l llll. U	False
9732553	monoallelically,	d monoallelically, w	l lllllllllllllll, l	False
9732553	silent,	g silent, w	l llllll, l	False
9732553	biallelically.	d biallelically. F	l lllllllllllll. U	False
10626816	parental	e parental h	l llllllll l	False
9732553	background,	s background, i	l llllllllll, l	False
9732553	Mus	e Mus m	l Ull l	False
7925474	musculus	. musculus d	. llllllll l	False
9732553	spretus	. spretus a	. lllllll l	False
10729789	allele.	l allele. W	l llllll. U	False
9732553	father.	e father. A	l llllll. U	False
9732553	bisulphite	y bisulphite g	l llllllllll l	False
10783262	sequencing	e sequencing i	l llllllllll l	False
3343113	answer	d answer s	l llllll l	False
10318933	imprinting	r imprinting i	l llllllllll l	False
10506221	follow	t follow a	l llllll l	False
9732553	mesoderm-	n mesoderm- a	l llllllll- l	False
9732553	endoderm-derived	d endoderm-derived t	l llllllll-lllllll l	False
9732553	Apart	. Apart f	. Ullll l	False
9732553	ectodermally	e ectodermally d	l llllllllllll l	False
9732553	Rathke's	d Rathke's p	l Ulllll'l l	False
1433015	pouch	r pouch t	l lllll l	False
9732553	circumventricular	e circumventricular o	l lllllllllllllllll l	False
10801841	brain,	, brain, l	, lllll, l	False
8782893	organum	e organum v	l lllllll l	False
8782893	vasculosum	m vasculosum o	l llllllllll l	False
8782893	terminalis	a terminalis t	l llllllllll l	False
9732553	(OVLT)	s (OVLT) a	l (UUUU) l	True
10640688	pineal	d pineal g	l llllll l	False
7082027	Photoallergic	. Photoallergic c	. Ullllllllllll l	False
7082027	deodorant	d deodorant s	l lllllllll l	False
7082027	soaps	t soaps c	l lllll l	False
7082027	tribromsalan.	g tribromsalan. H	l llllllllllll. U	False
15487590	He	n He w	l Ul l	False
10644686	reacted	s reacted w	l lllllll l	False
10764811	light,	V light, a	U lllll, l	False
10742096	causative	A causative g	U lllllllll l	False
7082027	chemical.	e chemical. D	l llllllll. U	False
10583958	he	, he h	, ll l	False
7082027	generalized,	d generalized, e	l lllllllllll, l	False
7082027	eczematous	f eczematous d	l llllllllll l	False
8922085	occasions.	o occasions. W	l lllllllll. U	False
15358026	testing,	t testing, 2	l lllllll, d	False
7082027	photosensitivity	e photosensitivity e	l llllllllllllllll l	False
10640743	extending	r extending t	l lllllllll l	False
10512713	ultraviolet	e ultraviolet p	l lllllllllll l	False
11307263	visible	k visible a	l lllllll l	False
10364514	spectrum.	c spectrum. M	l llllllll. U	False
10610180	time,	g time, p	l llll, l	False
11307263	specimen	e specimen i	l llllllll l	False
7082027	dermatitis.	s dermatitis. A	l llllllllll. U	False
7082027	actinic	d actinic r	l lllllll l	False
7082027	reticuloid	c reticuloid c	l llllllllll l	False
7082027	examinations,	l examinations, w	l llllllllllll, l	False
10725373	56	y 56 k	l dd l	False
2247202	old.	s old. O	l lll. U	False
7082027	photoallergic	t photoallergic c	l lllllllllllll l	False
7214683	dermatitis,	t dermatitis, o	l llllllllll, l	False
9786908	reaction,	n reaction, a	l llllllll, l	False
9149941	measure	l measure t	l lllllll l	False
2472130	AFP	m AFP l	l UUU l	True
2472130	fetomaternal	f fetomaternal b	l llllllllllll l	False
2472130	hemorrhaging	l hemorrhaging i	l llllllllllll l	False
2472130	full-term	1 full-term s	d llll-llll l	False
2472130	singleton	m singleton d	l lllllllll l	False
8684739	deliveries.	l deliveries. A	l llllllllll. U	False
10644454	noted	n noted f	l lllll l	False
2472130	(14.6%)	s (14.6%) s	l (dd.d%) l	False
7524949	HbF	. HbF l	. UlU l	False
10801330	seem	s seem t	l llll l	False
2472130	FMH	g FMH i	l UUU l	True
2472130	incompatibility.	d incompatibility. T	l lllllllllllllll. U	False
3728409	(aged	n (aged 6	l (llll d	False
10760467	families	) families a	) llllllll l	False
3728409	(nonpsychiatrically	l (nonpsychiatrically i	l (llllllllllllllllll l	False
3728409	ill)	y ill) p	l lll) l	False
7506095	parents	r parents a	l lllllll l	False
3728409	backgrounds	c backgrounds w	l lllllllllll l	False
10690527	adverse	e adverse t	l lllllll l	False
1778692	perinatal	f perinatal c	l lllllllll l	False
3728409	events;	l events; w	l llllll; l	False
3728409	landmarks;	l landmarks; h	l lllllllll; l	False
3728409	convulsions,	e convulsions, h	l lllllllllll, l	False
8208189	injuries,	s injuries, 1	l llllllll, d	False
11054547	psychiatric	n psychiatric d	l lllllllllll l	False
3728409	(particularly	s (particularly m	l (llllllllllll l	False
3728409	depression);	r depression); a	l llllllllll); l	False
3728409	suicide	e suicide a	l lllllll l	False
3728409	attempts.	e attempts. O	l llllllll. U	False
10075657	IQ	e IQ d	l UU l	False
3728409	Mothers	. Mothers i	. Ullllll l	False
10449267	labor,	m labor, t	l lllll, l	False
10744711	birth.	d birth. T	l lllll. U	False
10805756	Since	. Since c	. Ullll l	False
3728409	childbearing	f childbearing a	l llllllllllll l	False
3728409	ages,	g ages, t	l llll, l	False
3728409	pediatricians.	r pediatricians. T	l lllllllllllll. U	False
1354274	depression,	t depression, i	l llllllllll, l	False
10051231	contrasted	s contrasted w	l llllllllll l	False
11084952	illnesses	r illnesses t	l lllllllll l	False
8651283	parents,	s parents, t	l lllllll, l	False
11295728	15-month-old	A 15-month-old g	U dd-lllll-lll l	False
1754480	girl	a girl f	l llll l	False
11295728	celiac	f celiac d	l llllll l	False
11295728	microcephaly	h microcephaly a	l llllllllllll l	False
11295728	delay.	l delay. H	l lllll. U	False
11295728	Head	. Head g	. Ulll l	False
7556196	resumed	e resumed D	l lllllll U	False
11295728	gluten-free	a gluten-free d	l llllll-llll l	False
11295728	gluten	h gluten e	l llllll l	False
2559830	ingestion	e ingestion o	l lllllllll l	False
11295728	areflexia,	, areflexia, a	, lllllllll, l	False
7375239	resolved	n resolved a	l llllllll l	False
11295728	elimination.	n elimination. P	l lllllllllll. U	False
11295728	Poor	. Poor h	. Ulll l	False
10783	manifestations	c manifestations o	l llllllllllllll l	False
10805771	biology	t biology f	l lllllll l	False
10729789	neuroendocrine	, neuroendocrine s	, llllllllllllll l	False
11084952	axes,	e axes, i	l llll, l	False
10632593	adrenal,	, adrenal, p	, lllllll, l	False
10684944	gonadal,	n gonadal, c	l lllllll, l	False
11455901	catabolic	a catabolic s	l lllllllll l	False
214156	glucocorticoids	y glucocorticoids a	l lllllllllllllll l	False
11084952	(estrogen,	s (estrogen, p	l (llllllll, l	False
11455901	progesterone,	r progesterone, p	l llllllllllll, l	False
11084952	testosterone)	d testosterone) c	l llllllllllll) l	False
11084952	supergene	a supergene f	l lllllllll l	False
11084952	receptors)	e receptors) t	l lllllllll) l	False
11084952	mineralocorticoid	e mineralocorticoid r	l lllllllllllllllll l	False
10783262	retinoic	s retinoic a	l llllllll l	False
10637334	multitude	A multitude o	U lllllllll l	False
10194769	homeostatic	n homeostatic r	l lllllllllll l	False
10801785	network.	n network. T	l lllllll. U	False
10051060	neurophysiologic	r neurophysiologic t	l llllllllllllllll l	False
10369264	adaptation	k adaptation a	l llllllllll l	False
10784606	stressful	a stressful s	l lllllllll l	False
8622780	dysregulation	l dysregulation o	l lllllllllllll l	False
15246976	interpreting	r interpreting n	l llllllllllll l	False
11084952	HPA	o HPA a	l UUU l	True
11084952	autoimmune-inflammatory	t autoimmune-inflammatory d	l llllllllll-llllllllllll l	False
10742114	syndromes	n syndromes w	l lllllllll l	False
10383463	arises	, arises f	, llllll l	False
10415069	Levels	. Levels o	. Ulllll l	False
10527559	milieu	c milieu t	l llllll l	False
11084952	(deficiency	u (deficiency o	l (llllllllll l	False
11084952	excess)	r excess) a	l llllll) l	False
10770948	changed	M changed t	U lllllll l	False
11084952	This,	. This, i	. Ulll, l	False
11084952	pleomorphic	e pleomorphic n	l lllllllllll l	False
11084952	SS.	n SS. S	l UU. U	False
11084952	estrogen-to-androgen	e estrogen-to-androgen r	l llllllll-ll-llllllll l	False
11084952	steroid-sensitive	f steroid-sensitive c	l lllllll-lllllllll l	False
1849403	RA	f RA a	l UU l	True
10607840	hypothesis.	e hypothesis. A	l llllllllll. U	False
10757639	adrenal	l adrenal h	l lllllll l	False
10194769	PRL	a PRL p	l UUU l	True
10521347	immunity	e immunity t	l llllllll l	False
11307263	SS	n SS r	l UU l	True
10698974	consequence	a consequence o	l lllllllllll l	False
11084952	axes:	e axes: a	l llll: l	False
11084952	thyroid.	d thyroid. A	l lllllll. U	False
10770938	present,	s present, o	l lllllll, l	False
10556300	synergistic	e synergistic e	l lllllllllll l	False
10419552	antagonistic	r antagonistic t	l llllllllllll l	False
10675891	hormones,	d hormones, a	l llllllll, l	False
11084952	discern.	o discern. M	l lllllll. U	False
9059752	Case:	. Case: W	. Ulll: U	False
9059752	HELLP	g HELLP s	l UUUUU l	True
17657932	occuring	C occuring i	U llllllll l	False
9059752	splenectomy	a splenectomy f	l lllllllllll l	False
10742096	idiopathic	l idiopathic n	l llllllllll l	False
9059752	thrombocytopenic	c thrombocytopenic p	l llllllllllllllll l	False
9059752	purpura.	c purpura. S	l lllllll. U	False
8240039	She	. She h	. Ull l	False
10194760	gestation	s gestation p	l lllllllll l	False
3390927	cesarean	r cesarean b	l llllllll l	False
1003597	section.	l section. T	l lllllll. U	False
10626816	tumors.	c tumors. I	l llllll. U	False
15120909	Locus-by-locus	. Locus-by-locus a	. Ullll-ll-lllll l	False
10449267	labor	m labor c	l lllll l	False
16834853	intensive	h intensive c	l lllllllll l	False
10637334	global	a global r	l llllll l	False
11897791	Bacterial	. Bacterial e	. Ullllllll l	False
1164343	(BAC)	. (BAC) a	. (UUU) l	True
10742099	arrays,	A arrays, a	U llllll, l	False
15120909	MbP,	1 MbP, a	d UlU, l	False
12468115	sum	o sum t	l lll l	False
15120909	(CGH)	n (CGH) e	l (UUU) l	True
10094503	experiment.	y experiment. E	l llllllllll. U	False
15120909	overlaid	y overlaid o	l llllllll l	False
10801841	sequence,	e sequence, P	l llllllll, U	False
10777664	amplification	d amplification o	l lllllllllllll l	False
8991080	deletion,	s deletion, a	l llllllll, l	False
15120909	megabase	a megabase p	l llllllll l	False
15120909	array-based	s array-based C	l lllll-lllll U	False
