ID	origin	origin_struct	transformed	label
9834035	of	s of	l ll	0
9834035	fringe	f fringe	l llllll	0
9834035	expression	e expression	l llllllllll	0
9834035	determine	n determine	l lllllllll	0
9834035	where	e where	l lllll	0
9834035	the	e the	l lll	0
9834035	transmembrane	e transmembrane	l lllllllllllll	0
9834035	receptor	e receptor	l llllllll	0
9834035	Notch	r Notch	l Ullll	0
9834035	is	h is	l ll	0
9834035	activated.	s activated.	l lllllllll.	0
9834035	We	. We	. Ul	0
9834035	find	e find	l llll	0
9834035	that	d that	l llll	0
9834035	Notch	t Notch	l Ullll	0
9834035	is	h is	l ll	0
9834035	activated	s activated	l lllllllll	0
9834035	at	d at	l ll	0
9834035	the	t the	l lll	0
9834035	dorsoventral	e dorsoventral	l llllllllllll	0
9834035	midline,	l midline,	l lllllll,	0
9834035	where	, where	, lllll	0
9834035	it	e it	l ll	0
9834035	is	t is	l ll	0
9834035	required	s required	l llllllll	0
9834035	to	d to	l ll	0
9834035	promote	o promote	l lllllll	0
9834035	growth	e growth	l llllll	0
9834035	and	h and	l lll	0
9834035	set	d set	l lll	0
9834035	up	t up	l ll	0
9834035	the	p the	l lll	0
9834035	axis	e axis	l llll	0
9834035	of	s of	l ll	0
9834035	mirror	f mirror	l llllll	0
9834035	symmetry.	r symmetry.	l llllllll.	0
9834035	As	. As	. Ul	0
9834035	boundaries	s boundaries	l llllllllll	0
9834035	of	s of	l ll	0
9834035	fringe	f fringe	l llllll	0
9834035	expression	e expression	l llllllllll	0
9834035	and	n and	l lll	0
9834035	Notch	d Notch	l Ullll	0
9834035	activation	h activation	l llllllllll	0
9834035	are	n are	l lll	0
9834035	also	e also	l llll	0
9834035	important	o important	l lllllllll	0
9834035	during	t during	l llllll	0
9834035	Drosophila	g Drosophila	l Ulllllllll	0
9834035	wing	a wing	l llll	0
9834035	formation	g formation	l lllllllll	0
9834035	and	n and	l lll	0
9834035	vertebrate	d vertebrate	l llllllllll	0
9834035	somitogenesis,	e somitogenesis,	l lllllllllllll,	0
9834035	we	, we	, ll	0
9834035	suggest	e suggest	l lllllll	0
9834035	that	t that	l llll	0
9834035	these	t these	l lllll	0
9834035	boundaries	e boundaries	l llllllllll	0
9834035	constitute	s constitute	l llllllllll	0
9834035	a	e a	l l	0
9834035	general	a general	l lllllll	0
9834035	mechanism	l mechanism	l lllllllll	0
9834035	that	m that	l llll	0
9834035	directs	t directs	l lllllll	0
9834035	growth	s growth	l llllll	0
9834035	and	h and	l lll	0
9834035	patterning	d patterning	l llllllllll	0
9834035	of	g of	l ll	0
9834035	large	f large	l lllll	0
9834035	fields	e fields	l llllll	0
9834035	of	s of	l ll	0
9834035	cells.	f cells.	l lllll.	0
9851932	The	. The	. Ull	0
9851932	c-Jun	e c-Jun	l l-Ull	0
9851932	NH2-terminal	n NH2-terminal	l UUd-llllllll	0
9851932	kinase	l kinase	l llllll	0
9851932	(JNK)	e (JNK)	l (UUU)	1
9851932	signaling	) signaling	) lllllllll	0
9851932	pathway	g pathway	l lllllll	0
9851932	has	y has	l lll	0
9851932	been	s been	l llll	0
9851932	implicated	n implicated	l llllllllll	0
9851932	in	d in	l ll	0
9851932	the	n the	l lll	0
9851932	immune	e immune	l llllll	0
9851932	response	e response	l llllllll	0
9851932	that	e that	l llll	0
9851932	is	t is	l ll	0
9851932	mediated	s mediated	l llllllll	0
9851932	by	d by	l ll	0
9851932	the	y the	l lll	0
9851932	activation	e activation	l llllllllll	0
9851932	and	n and	l lll	0
9851932	differentiation	d differentiation	l lllllllllllllll	0
9851932	of	n of	l ll	0
9851932	CD4	f CD4	l UUd	0
9851932	helper	4 helper	d llllll	0
9851932	T	r T	l U	0
9851932	(TH)	T (TH)	U (UU)	0
9851932	cells	) cells	) lllll	0
9851932	into	s into	l llll	0
9851932	TH1	o TH1	l UUd	0
9851932	and	1 and	d lll	0
9851932	TH2	d TH2	l UUd	0
9851932	effector	2 effector	d llllllll	0
9851932	cells.	r cells.	l lllll.	0
9851932	JNK	. JNK	. UUU	1
9851932	activity	K activity	U llllllll	0
9851932	observed	y observed	l llllllll	0
9851932	in	d in	l ll	0
9851932	wild-type	n wild-type	l llll-llll	0
9851932	activated	e activated	l lllllllll	0
9851932	TH	d TH	l UU	1
9851932	cells	H cells	U lllll	0
9851932	was	s was	l lll	0
9851932	severely	s severely	l llllllll	0
9851932	reduced	y reduced	l lllllll	0
9851932	in	d in	l ll	0
9851932	TH	n TH	l UU	1
9851932	cells	H cells	U lllll	0
9851932	from	s from	l llll	0
9851932	Jnk1-/-	m Jnk1-/-	l Ulld-/-	0
9851932	mice.	- mice.	- llll.	0
9851932	The	. The	. Ull	0
9851932	Jnk1-/-	e Jnk1-/-	l Ulld-/-	0
9851932	T	- T	- U	0
9851932	cells	T cells	U lllll	0
9851932	hyperproliferated,	s hyperproliferated,	l lllllllllllllllll,	0
9851932	exhibited	, exhibited	, lllllllll	0
9851932	decreased	d decreased	l lllllllll	0
9851932	activation-induced	d activation-induced	l llllllllll-lllllll	0
9851932	cell	d cell	l llll	0
9851932	death,	l death,	l lllll,	0
9851932	and	, and	, lll	0
9851932	preferentially	d preferentially	l llllllllllllll	0
9851932	differentiated	y differentiated	l llllllllllllll	0
9851932	to	d to	l ll	0
9851932	TH2	o TH2	l UUd	0
9851932	cells.	2 cells.	d lllll.	0
9851932	The	. The	. Ull	0
9851932	enhanced	e enhanced	l llllllll	0
9851932	production	d production	l llllllllll	0
9851932	of	n of	l ll	0
9851932	TH2	f TH2	l UUd	0
9851932	cytokines	2 cytokines	d lllllllll	0
9851932	by	s by	l ll	0
9851932	Jnk1-/-	y Jnk1-/-	l Ulld-/-	0
9851932	cells	- cells	- lllll	0
9851932	was	s was	l lll	0
9851932	associated	s associated	l llllllllll	0
9851932	with	d with	l llll	0
9851932	increased	h increased	l lllllllll	0
9851932	nuclear	d nuclear	l lllllll	0
9851932	accumulation	r accumulation	l llllllllllll	0
9851932	of	n of	l ll	0
9851932	the	f the	l lll	0
9851932	transcription	e transcription	l lllllllllllll	0
9851932	factor	n factor	l llllll	0
9851932	NFATc.	r NFATc.	l UUUUl.	1
9851932	Thus,	. Thus,	. Ulll,	0
9851932	the	, the	, lll	0
9851932	JNK1	e JNK1	l UUUd	1
9851932	signaling	1 signaling	d lllllllll	0
9851932	pathway	g pathway	l lllllll	0
9851932	plays	y plays	l lllll	0
9851932	a	s a	l l	0
9851932	key	a key	l lll	0
9851932	role	y role	l llll	0
9851932	in	e in	l ll	0
9851932	T	n T	l U	0
9851932	cell	T cell	U llll	0
9851932	receptor-initiated	l receptor-initiated	l llllllll-lllllllll	0
9851932	TH	d TH	l UU	1
9851932	cell	H cell	U llll	0
9851932	proliferation,	l proliferation,	l lllllllllllll,	0
9851932	apoptosis,	, apoptosis,	, lllllllll,	0
9851932	and	, and	, lll	0
9851932	differentiation.	d differentiation.	l lllllllllllllll.	0
9819440	To	. To	. Ul	0
9819440	modulate	o modulate	l llllllll	0
9819440	transcription,	e transcription,	l lllllllllllll,	0
9819440	regulatory	, regulatory	, llllllllll	0
9819440	factors	y factors	l lllllll	0
9819440	communicate	s communicate	l lllllllllll	0
9819440	with	e with	l llll	0
9819440	basal	h basal	l lllll	0
9819440	transcription	l transcription	l lllllllllllll	0
9819440	factors	n factors	l lllllll	0
9819440	and/or	s and/or	l lll/ll	0
9819440	RNA	r RNA	l UUU	1
9819440	polymerases	A polymerases	U lllllllllll	0
9819440	in	s in	l ll	0
9819440	a	n a	l l	0
9819440	variety	a variety	l lllllll	0
9819440	of	y of	l ll	0
9819440	ways.	f ways.	l llll.	0
9819440	Previously,	. Previously,	. Ulllllllll,	0
9819440	it	, it	, ll	0
9819440	has	t has	l lll	0
9819440	been	s been	l llll	0
9819440	reported	n reported	l llllllll	0
9819440	that	d that	l llll	0
9819440	RNA	t RNA	l UUU	1
9819440	polymerase	A polymerase	U llllllllll	0
9819440	II	e II	l UU	0
9819440	subunit	I subunit	U lllllll	0
9819440	5	t 5	l d	0
9819440	(RPB5)	5 (RPB5)	d (UUUd)	1
9819440	is	) is	) ll	0
9819440	one	s one	l lll	0
9819440	of	e of	l ll	0
9819440	the	f the	l lll	0
9819440	targets	e targets	l lllllll	0
9819440	of	s of	l ll	0
9819440	hepatitis	f hepatitis	l lllllllll	0
9819440	B	s B	l U	0
9819440	virus	B virus	U lllll	0
9819440	X	s X	l U	0
9819440	protein	X protein	U lllllll	0
9819440	(HBx)	n (HBx)	l (UUl)	0
9819440	and	) and	) lll	0
9819440	that	d that	l llll	0
9819440	both	t both	l llll	0
9819440	HBx	h HBx	l UUl	1
9819440	and	x and	l lll	0
9819440	RPB5	d RPB5	l UUUd	1
9819440	specifically	5 specifically	d llllllllllll	0
9819440	interact	y interact	l llllllll	0
9819440	with	t with	l llll	0
9819440	general	h general	l lllllll	0
9819440	transcription	l transcription	l lllllllllllll	0
9819440	factor	n factor	l llllll	0
9819440	IIB	r IIB	l UUU	1
9819440	(TFIIB),	B (TFIIB),	U (UUUUU),	1
9819440	implying	, implying	, llllllll	0
9819440	that	g that	l llll	0
9819440	RPB5	t RPB5	l UUUd	1
9819440	is	5 is	d ll	0
9819440	one	s one	l lll	0
9819440	of	e of	l ll	0
9819440	the	f the	l lll	0
9819440	communicating	e communicating	l lllllllllllll	0
9819440	subunits	g subunits	l llllllll	0
9819440	of	s of	l ll	0
9819440	RNA	f RNA	l UUU	1
9819440	polymerase	A polymerase	U llllllllll	0
9819440	II	e II	l UU	0
9819440	involved	I involved	U llllllll	0
9819440	in	d in	l ll	0
9819440	transcriptional	n transcriptional	l lllllllllllllll	0
9819440	regulation.	l regulation.	l llllllllll.	0
9819440	In	. In	. Ul	0
9819440	this	n this	l llll	0
9819440	context,	s context,	l lllllll,	0
9819440	we	, we	, ll	0
9819440	screened	e screened	l llllllll	0
9819440	for	d for	l lll	0
9819440	a	r a	l l	0
9819440	host	a host	l llll	0
9819440	protein(s)	t protein(s)	l lllllll(l)	0
9819440	that	) that	) llll	0
9819440	interacts	t interacts	l lllllllll	0
9819440	with	s with	l llll	0
9819440	RPB5.	h RPB5.	l UUUd.	1
9819440	By	. By	. Ul	0
9819440	far-Western	y far-Western	l lll-Ullllll	0
9819440	blot	n blot	l llll	0
9819440	screening,	t screening,	l lllllllll,	0
9819440	we	, we	, ll	0
9819440	cloned	e cloned	l llllll	0
9819440	a	d a	l l	0
9819440	novel	a novel	l lllll	0
9819440	gene	l gene	l llll	0
9819440	encoding	e encoding	l llllllll	0
9819440	a	g a	l l	0
9819440	508-amino-acid-residue	a 508-amino-acid-residue	l ddd-lllll-llll-lllllll	0
9819440	RPB5-binding	e RPB5-binding	l UUUd-lllllll	0
9819440	protein	g protein	l lllllll	0
9819440	from	n from	l llll	0
9819440	a	m a	l l	0
9819440	HepG2	a HepG2	l UllUd	0
9819440	cDNA	2 cDNA	d lUUU	1
9819440	library	A library	U lllllll	0
9819440	and	y and	l lll	0
9819440	designated	d designated	l llllllllll	0
9819440	it	d it	l ll	0
9819440	RPB5-mediating	t RPB5-mediating	l UUUd-lllllllll	0
9819440	protein	g protein	l lllllll	0
9819440	(RMP).	n (RMP).	l (UUU).	1
9819440	Expression	. Expression	. Ulllllllll	0
9819440	of	n of	l ll	0
9819440	RMP	f RMP	l UUU	1
9819440	mRNA	P mRNA	U lUUU	1
9819440	was	A was	U lll	0
9819440	detected	s detected	l llllllll	0
9819440	ubiquitously	d ubiquitously	l llllllllllll	0
9819440	in	y in	l ll	0
9819440	various	n various	l lllllll	0
9819440	tissues.	s tissues.	l lllllll.	0
9819440	Bacterially	. Bacterially	. Ullllllllll	0
9819440	expressed	y expressed	l lllllllll	0
9819440	recombinant	d recombinant	l lllllllllll	0
9819440	RMP	t RMP	l UUU	1
9819440	strongly	P strongly	U llllllll	0
9819440	bound	y bound	l lllll	0
9819440	RPB5	d RPB5	l UUUd	1
9819440	but	5 but	d lll	0
9819440	neither	t neither	l lllllll	0
9819440	HBx	r HBx	l UUl	1
9819440	nor	x nor	l lll	0
9819440	TATA-binding	r TATA-binding	l UUUU-lllllll	0
9819440	protein	g protein	l lllllll	0
9819440	in	n in	l ll	0
9819440	vitro.	n vitro.	l lllll.	0
9819440	Endogenous	. Endogenous	. Ulllllllll	0
9819440	RMP	s RMP	l UUU	1
9819440	was	P was	U lll	0
9819440	immunologically	s immunologically	l lllllllllllllll	0
9819440	detected	y detected	l llllllll	0
9819440	interacting	d interacting	l lllllllllll	0
9819440	with	g with	l llll	0
9819440	assembled	h assembled	l lllllllll	0
9819440	RPB5	d RPB5	l UUUd	1
9819440	in	5 in	d ll	0
9819440	RNA	n RNA	l UUU	1
9819440	polymerase	A polymerase	U llllllllll	0
9819440	in	e in	l ll	0
9819440	mammalian	n mammalian	l lllllllll	0
9819440	cells.	n cells.	l lllll.	0
9819440	The	. The	. Ull	0
9819440	central	e central	l lllllll	0
9819440	part	l part	l llll	0
9819440	of	t of	l ll	0
9819440	RMP	f RMP	l UUU	1
9819440	is	P is	U ll	0
9819440	responsible	s responsible	l lllllllllll	0
9819440	for	e for	l lll	0
9819440	RPB5	r RPB5	l UUUd	1
9819440	binding,	5 binding,	d lllllll,	0
9819440	and	, and	, lll	0
9819440	the	d the	l lll	0
9819440	RMP-binding	e RMP-binding	l UUU-lllllll	0
9819440	region	g region	l llllll	0
9819440	covers	n covers	l llllll	0
9819440	both	s both	l llll	0
9819440	the	h the	l lll	0
9819440	TFIIB-	e TFIIB-	l UUUUU-	0
9819440	and	- and	- lll	0
9819440	HBx-binding	d HBx-binding	l UUl-lllllll	0
9819440	sites	g sites	l lllll	0
9819440	of	s of	l ll	0
9819440	RPB5.	f RPB5.	l UUUd.	1
9819440	Overexpression	. Overexpression	. Ulllllllllllll	0
9819440	of	n of	l ll	0
9819440	RMP,	f RMP,	l UUU,	1
9819440	but	, but	, lll	0
9819440	not	t not	l lll	0
9819440	mutant	t mutant	l llllll	0
9819440	RMP	t RMP	l UUU	1
9819440	lacking	P lacking	U lllllll	0
9819440	the	g the	l lll	0
9819440	RPB5-binding	e RPB5-binding	l UUUd-lllllll	0
9819440	region,	g region,	l llllll,	0
9819440	inhibited	, inhibited	, lllllllll	0
9819440	HBx	d HBx	l UUl	1
9819440	transactivation	x transactivation	l lllllllllllllll	0
9819440	of	n of	l ll	0
9819440	reporters	f reporters	l lllllllll	0
9819440	with	s with	l llll	0
9819440	different	h different	l lllllllll	0
9819440	HBx-responsive	t HBx-responsive	l UUl-llllllllll	0
9819440	cis	e cis	l lll	0
9819440	elements	s elements	l llllllll	0
9819440	in	s in	l ll	0
9819440	transiently	n transiently	l lllllllllll	0
9819440	transfected	y transfected	l lllllllllll	0
9819440	cells.	d cells.	l lllll.	0
9819440	The	. The	. Ull	0
9819440	repression	e repression	l llllllllll	0
9819440	by	n by	l ll	0
9819440	RMP	y RMP	l UUU	1
9819440	was	P was	U lll	0
9819440	counteracted	s counteracted	l llllllllllll	0
9819440	by	d by	l ll	0
9819440	HBx	y HBx	l UUl	1
9819440	in	x in	l ll	0
9819440	a	n a	l l	0
9819440	dose-dependent	a dose-dependent	l llll-lllllllll	0
9819440	manner.	t manner.	l llllll.	0
9819440	Furthermore,	. Furthermore,	. Ullllllllll,	0
9819440	RMP	, RMP	, UUU	1
9819440	has	P has	U lll	0
9819440	an	s an	l ll	0
9819440	inhibitory	n inhibitory	l llllllllll	0
9819440	effect	y effect	l llllll	0
9819440	on	t on	l ll	0
9819440	transcriptional	n transcriptional	l lllllllllllllll	0
9819440	activation	l activation	l llllllllll	0
9819440	by	n by	l ll	0
9819440	VP16	y VP16	l UUdd	0
9819440	in	6 in	d ll	0
9819440	the	n the	l lll	0
9819440	absence	e absence	l lllllll	0
9819440	of	e of	l ll	0
9819440	HBx.	f HBx.	l UUl.	0
9819440	These	. These	. Ullll	0
9819440	results	e results	l lllllll	0
9819440	suggest	s suggest	l lllllll	0
9819440	that	t that	l llll	0
9819440	RMP	t RMP	l UUU	1
9819440	negatively	P negatively	U llllllllll	0
9819440	modulates	y modulates	l lllllllll	0
9819440	RNA	s RNA	l UUU	1
9819440	polymerase	A polymerase	U llllllllll	0
9819440	II	e II	l UU	0
9819440	function	I function	U llllllll	0
9819440	by	n by	l ll	0
9819440	binding	y binding	l lllllll	0
9819440	to	g to	l ll	0
9819440	RPB5	o RPB5	l UUUd	1
9819440	and	5 and	d lll	0
9819440	that	d that	l llll	0
9819440	HBx	t HBx	l UUl	1
9819440	counteracts	x counteracts	l lllllllllll	0
9819440	the	s the	l lll	0
9819440	negative	e negative	l llllllll	0
9819440	role	e role	l llll	0
9819440	of	e of	l ll	0
9819440	RMP	f RMP	l UUU	1
9819440	on	P on	U ll	0
9819440	transcription	n transcription	l lllllllllllll	0
9819440	indirectly	n indirectly	l llllllllll	0
9819440	by	y by	l ll	0
9819440	interacting	y interacting	l lllllllllll	0
9819440	with	g with	l llll	0
9819440	RPB5.	h RPB5.	l UUUd.	1
9872319	The	. The	. Ull	0
9872319	thymus	e thymus	l llllll	0
9872319	represents	s represents	l llllllllll	0
9872319	the	s the	l lll	0
9872319	major	e major	l lllll	0
9872319	site	r site	l llll	0
9872319	of	e of	l ll	0
9872319	the	f the	l lll	0
9872319	production	e production	l llllllllll	0
9872319	and	n and	l lll	0
9872319	generation	d generation	l llllllllll	0
9872319	of	n of	l ll	0
9872319	T	f T	l U	0
9872319	cells	T cells	U lllll	0
9872319	expressing	s expressing	l llllllllll	0
9872319	alphabeta-type	g alphabeta-type	l lllllllll-llll	0
9872319	T-cell	e T-cell	l U-llll	0
9872319	antigen	l antigen	l lllllll	0
9872319	receptors.	n receptors.	l lllllllll.	0
9872319	Age-related	. Age-related	. Ull-lllllll	0
9872319	involution	d involution	l llllllllll	0
9872319	may	n may	l lll	0
9872319	affect	y affect	l llllll	0
9872319	the	t the	l lll	0
9872319	ability	e ability	l lllllll	0
9872319	of	y of	l ll	0
9872319	the	f the	l lll	0
9872319	thymus	e thymus	l llllll	0
9872319	to	s to	l ll	0
9872319	reconstitute	o reconstitute	l llllllllllll	0
9872319	T	e T	l U	0
9872319	cells	T cells	U lllll	0
9872319	expressing	s expressing	l llllllllll	0
9872319	CD4	g CD4	l UUd	0
9872319	cell-surface	4 cell-surface	d llll-lllllll	0
9872319	antigens	e antigens	l llllllll	0
9872319	that	s that	l llll	0
9872319	are	t are	l lll	0
9872319	lost	e lost	l llll	0
9872319	during	t during	l llllll	0
9872319	HIV	g HIV	l UUU	1
9872319	infection;	V infection;	U lllllllll;	0
9872319	this	; this	; llll	0
9872319	effect	s effect	l llllll	0
9872319	has	t has	l lll	0
9872319	been	s been	l llll	0
9872319	seen	n seen	l llll	0
9872319	after	n after	l lllll	0
9872319	chemotherapy	r chemotherapy	l llllllllllll	0
9872319	and	y and	l lll	0
9872319	bone-marrow	d bone-marrow	l llll-llllll	0
9872319	transplantation.	w transplantation.	l lllllllllllllll.	0
9872319	Adult	. Adult	. Ullll	0
9872319	HIV-infected	t HIV-infected	l UUU-llllllll	0
9872319	patients	d patients	l llllllll	0
9872319	treated	s treated	l lllllll	0
9872319	with	d with	l llll	0
9872319	highly	h highly	l llllll	0
9872319	active	y active	l llllll	0
9872319	antiretroviral	e antiretroviral	l llllllllllllll	0
9872319	therapy	l therapy	l lllllll	0
9872319	(HAART)	y (HAART)	l (UUUUU)	1
9872319	show	) show	) llll	0
9872319	a	w a	l l	0
9872319	progressive	a progressive	l lllllllllll	0
9872319	increase	e increase	l llllllll	0
9872319	in	e in	l ll	0
9872319	their	n their	l lllll	0
9872319	number	r number	l llllll	0
9872319	of	r of	l ll	0
9872319	naive	f naive	l lllll	0
9872319	CD4-positive	e CD4-positive	l UUd-llllllll	0
9872319	T	e T	l U	0
9872319	cells.	T cells.	U lllll.	0
9872319	These	. These	. Ullll	0
9872319	cells	e cells	l lllll	0
9872319	could	s could	l lllll	0
9872319	arise	d arise	l lllll	0
9872319	through	e through	l lllllll	0
9872319	expansion	h expansion	l lllllllll	0
9872319	of	n of	l ll	0
9872319	existing	f existing	l llllllll	0
9872319	naive	g naive	l lllll	0
9872319	T	e T	l U	0
9872319	cells	T cells	U lllll	0
9872319	in	s in	l ll	0
9872319	the	n the	l lll	0
9872319	periphery	e periphery	l lllllllll	0
9872319	or	y or	l ll	0
9872319	through	r through	l lllllll	0
9872319	thymic	h thymic	l llllll	0
9872319	production	c production	l llllllllll	0
9872319	of	n of	l ll	0
9872319	new	f new	l lll	0
9872319	naive	w naive	l lllll	0
9872319	T	e T	l U	0
9872319	cells.	T cells.	U lllll.	0
9872319	Here	. Here	. Ulll	0
9872319	we	e we	l ll	0
9872319	quantify	e quantify	l llllllll	0
9872319	thymic	y thymic	l llllll	0
9872319	output	c output	l llllll	0
9872319	by	t by	l ll	0
9872319	measuring	y measuring	l lllllllll	0
9872319	the	g the	l lll	0
9872319	excisional	e excisional	l llllllllll	0
9872319	DNA	l DNA	l UUU	1
9872319	products	A products	U llllllll	0
9872319	of	s of	l ll	0
9872319	TCR-gene	f TCR-gene	l UUU-llll	0
9872319	rearrangement.	e rearrangement.	l lllllllllllll.	0
9872319	We	. We	. Ul	0
9872319	find	e find	l llll	0
9872319	that,	d that,	l llll,	0
9872319	although	, although	, llllllll	0
9872319	thymic	h thymic	l llllll	0
9872319	function	c function	l llllllll	0
9872319	declines	n declines	l llllllll	0
9872319	with	s with	l llll	0
9872319	age,	h age,	l lll,	0
9872319	substantial	, substantial	, lllllllllll	0
9872319	output	l output	l llllll	0
9872319	is	t is	l ll	0
9872319	maintained	s maintained	l llllllllll	0
9872319	into	d into	l llll	0
9872319	late	o late	l llll	0
9872319	adulthood.	e adulthood.	l lllllllll.	0
9872319	HIV	. HIV	. UUU	1
9872319	infection	V infection	U lllllllll	0
9872319	leads	n leads	l lllll	0
9872319	to	s to	l ll	0
9872319	a	o a	l l	0
9872319	decrease	a decrease	l llllllll	0
9872319	in	e in	l ll	0
9872319	thymic	n thymic	l llllll	0
9872319	function	c function	l llllllll	0
9872319	that	n that	l llll	0
9872319	can	t can	l lll	0
9872319	be	n be	l ll	0
9872319	measured	e measured	l llllllll	0
9872319	in	d in	l ll	0
9872319	the	n the	l lll	0
9872319	peripheral	e peripheral	l llllllllll	0
9872319	blood	l blood	l lllll	0
9872319	and	d and	l lll	0
9872319	lymphoid	d lymphoid	l llllllll	0
9872319	tissues.	d tissues.	l lllllll.	0
9872319	In	. In	. Ul	0
9872319	adults	n adults	l llllll	0
9872319	treated	s treated	l lllllll	0
9872319	with	d with	l llll	0
9872319	HAART,	h HAART,	l UUUUU,	1
9872319	there	, there	, lllll	0
9872319	is	e is	l ll	0
9872319	a	s a	l l	0
9872319	rapid	a rapid	l lllll	0
9872319	and	d and	l lll	0
9872319	sustained	d sustained	l lllllllll	0
9872319	increase	d increase	l llllllll	0
9872319	in	e in	l ll	0
9872319	thymic	n thymic	l llllll	0
9872319	output	c output	l llllll	0
9872319	in	t in	l ll	0
9872319	most	n most	l llll	0
9872319	subjects.	t subjects.	l llllllll.	0
9872319	These	. These	. Ullll	0
9872319	results	e results	l lllllll	0
9872319	indicate	s indicate	l llllllll	0
9872319	that	e that	l llll	0
9872319	the	t the	l lll	0
9872319	adult	e adult	l lllll	0
9872319	thymus	t thymus	l llllll	0
9872319	can	s can	l lll	0
9872319	contribute	n contribute	l llllllllll	0
9872319	to	e to	l ll	0
9872319	immune	o immune	l llllll	0
9872319	reconstitution	e reconstitution	l llllllllllllll	0
9872319	following	n following	l lllllllll	0
9872319	HAART.	g HAART.	l UUUUU.	1
9883735	Baroreceptor	. Baroreceptor	. Ulllllllllll	0
9883735	nerve	r nerve	l lllll	0
9883735	endings	e endings	l lllllll	0
9883735	detect	s detect	l llllll	0
9883735	acute	t acute	l lllll	0
9883735	fluctuations	e fluctuations	l llllllllllll	0
9883735	in	s in	l ll	0
9883735	arterial	n arterial	l llllllll	0
9883735	pressure.	l pressure.	l llllllll.	0
9883735	We	. We	. Ul	0
9883735	tested	e tested	l llllll	0
9883735	the	d the	l lll	0
9883735	hypothesis	e hypothesis	l llllllllll	0
9883735	that	s that	l llll	0
9883735	members	t members	l lllllll	0
9883735	of	s of	l ll	0
9883735	the	f the	l lll	0
9883735	DEG/ENaC	e DEG/ENaC	l UUU/UUlU	1
9883735	family	C family	U llllll	0
9883735	of	y of	l ll	0
9883735	cation	f cation	l llllll	0
9883735	channels,	n channels,	l llllllll,	0
9883735	which	, which	, lllll	0
9883735	are	h are	l lll	0
9883735	responsible	e responsible	l lllllllllll	0
9883735	for	e for	l lll	0
9883735	touch	r touch	l lllll	0
9883735	sensation	h sensation	l lllllllll	0
9883735	in	n in	l ll	0
9883735	Caenorhabditis	n Caenorhabditis	l Ulllllllllllll	0
9883735	elegans,	s elegans,	l lllllll,	0
9883735	may	, may	, lll	0
9883735	be	y be	l ll	0
9883735	components	e components	l llllllllll	0
9883735	of	s of	l ll	0
9883735	the	f the	l lll	0
9883735	baroreceptor	e baroreceptor	l llllllllllll	0
9883735	mechanosensor.	r mechanosensor.	l lllllllllllll.	0
9883735	We	. We	. Ul	0
9883735	found	e found	l lllll	0
9883735	the	d the	l lll	0
9883735	gamma	e gamma	l lllll	0
9883735	subunit	a subunit	l lllllll	0
9883735	of	t of	l ll	0
9883735	ENaC	f ENaC	l UUlU	1
9883735	localized	C localized	U lllllllll	0
9883735	to	d to	l ll	0
9883735	the	o the	l lll	0
9883735	site	e site	l llll	0
9883735	of	e of	l ll	0
9883735	mechanotransduction	f mechanotransduction	l lllllllllllllllllll	0
9883735	in	n in	l ll	0
9883735	baroreceptor	n baroreceptor	l llllllllllll	0
9883735	nerve	r nerve	l lllll	0
9883735	terminals	e terminals	l lllllllll	0
9883735	innervating	s innervating	l lllllllllll	0
9883735	the	g the	l lll	0
9883735	aortic	e aortic	l llllll	0
9883735	arch	c arch	l llll	0
9883735	and	h and	l lll	0
9883735	carotid	d carotid	l lllllll	0
9883735	sinus.	d sinus.	l lllll.	0
9883735	A	. A	. U	0
9883735	functional	A functional	U llllllllll	0
9883735	role	l role	l llll	0
9883735	for	e for	l lll	0
9883735	DEG/ENaC	r DEG/ENaC	l UUU/UUlU	1
9883735	members	C members	U lllllll	0
9883735	was	s was	l lll	0
9883735	suggested	s suggested	l lllllllll	0
9883735	by	d by	l ll	0
9883735	blockade	y blockade	l llllllll	0
9883735	of	e of	l ll	0
9883735	baroreceptor	f baroreceptor	l llllllllllll	0
9883735	nerve	r nerve	l lllll	0
9883735	activity	e activity	l llllllll	0
9883735	and	y and	l lll	0
9883735	baroreflex	d baroreflex	l llllllllll	0
9883735	control	x control	l lllllll	0
9883735	of	l of	l ll	0
9883735	blood	f blood	l lllll	0
9883735	pressure	d pressure	l llllllll	0
9883735	by	e by	l ll	0
9883735	an	y an	l ll	0
9883735	amiloride	n amiloride	l lllllllll	0
9883735	analog	e analog	l llllll	0
9883735	that	g that	l llll	0
9883735	inhibits	t inhibits	l llllllll	0
9883735	DEG/ENaC	s DEG/ENaC	l UUU/UUlU	1
9883735	channels.	C channels.	U llllllll.	0
9883735	These	. These	. Ullll	0
9883735	data	e data	l llll	0
9883735	suggest	a suggest	l lllllll	0
9883735	that	t that	l llll	0
9883735	ENaC	t ENaC	l UUlU	1
9883735	subunits	C subunits	U llllllll	0
9883735	may	s may	l lll	0
9883735	be	y be	l ll	0
9883735	components	e components	l llllllllll	0
9883735	of	s of	l ll	0
9883735	the	f the	l lll	0
9883735	baroreceptor	e baroreceptor	l llllllllllll	0
9883735	mechanotransducer	r mechanotransducer	l lllllllllllllllll	0
9883735	and	r and	l lll	0
9883735	pave	d pave	l llll	0
9883735	the	e the	l lll	0
9883735	way	e way	l lll	0
9883735	to	y to	l ll	0
9883735	a	o a	l l	0
